jobs_total,jobs_completed,carbon_kg,avg_jct_h,tail_jct_h,preemptions,avg_wait_h,policy,noise_pct,congestion,capacity,seed,setting,dirty_quantile
140,137,56.78818213635019,1.2597323600973234,6.049999999999997,412,0.4357142857142857,las_proxy,15.0,moderate,8,6,parity_30seed,
140,137,55.07161347799551,1.2889294403892944,6.0,87,0.48452380952380947,ecovisor_proxy,15.0,moderate,8,6,parity_30seed,
140,137,55.174161026039044,1.1739659367396593,6.083333333333333,260,0.3744047619047619,gaia_proxy,15.0,moderate,8,6,parity_30seed,
220,133,54.74016322938685,3.7086466165413525,9.649999999999999,0,4.3125,fcfs,15.0,high,6,6,realworld_stress,
220,137,51.72494474856906,4.304136253041362,10.583333333333332,224,4.887878787878788,carbon,15.0,high,6,6,realworld_stress,
220,203,56.13820954616106,0.9979474548440065,4.6833333333333185,74,1.1170454545454545,srtf,15.0,high,6,6,realworld_stress,
220,203,56.156154969037054,1.2738095238095237,5.633333333333325,133,1.368560606060606,q_drl,15.0,high,6,6,realworld_stress,
220,201,54.60070478265167,1.6567164179104477,7.0,212,1.7503787878787878,q_drl_guarded,15.0,high,6,6,realworld_stress,0.9
220,189,56.30224076181198,1.2169312169312168,3.8499999999999988,616,2.0056818181818183,las_proxy,15.0,high,6,6,parity_30seed,
220,164,52.49391937415722,2.7403455284552845,6.891666666666665,250,2.7359848484848484,ecovisor_proxy,15.0,high,6,6,parity_30seed,
220,198,54.622123541716014,1.3935185185185186,5.512499999999998,507,1.615909090909091,gaia_proxy,15.0,high,6,6,parity_30seed,
220,158,67.2014313103917,3.1782700421940926,10.025,0,2.961742424242424,fcfs,15.0,high,8,6,realworld_stress,
220,175,65.7000216226349,3.074761904761904,8.5,172,3.224621212121212,carbon,15.0,high,8,6,realworld_stress,
220,209,68.63452149442247,0.9844497607655502,4.499999999999997,60,0.6424242424242423,srtf,15.0,high,8,6,realworld_stress,
220,202,67.89888778056284,1.004950495049505,5.066666666666663,151,0.7875,q_drl,15.0,high,8,6,realworld_stress,
220,203,67.24445449678605,1.1576354679802956,5.1583333333333306,225,0.9314393939393939,q_drl_guarded,15.0,high,8,6,realworld_stress,0.9
220,202,68.65806743531563,1.1324257425742574,5.80416666666666,702,1.1393939393939394,las_proxy,15.0,high,8,6,parity_30seed,
220,179,64.44208517474596,2.063780260707635,6.358333333333332,213,1.7238636363636364,ecovisor_proxy,15.0,high,8,6,parity_30seed,
220,207,67.33359093490587,1.2938808373590984,6.066666666666662,550,1.0125,gaia_proxy,15.0,high,8,6,parity_30seed,
140,111,47.82915114165108,3.0600600600600596,9.041666666666666,0,2.4369047619047617,fcfs,20.0,moderate,6,6,realworld_stress,
140,119,47.28408385420231,2.8613445378151257,10.341666666666665,191,2.5732142857142857,carbon,20.0,moderate,6,6,realworld_stress,
140,135,48.46897771648684,1.037654320987654,4.274999999999997,38,0.5148809523809523,srtf,20.0,moderate,6,6,realworld_stress,
140,127,47.945255698628806,1.0137795275590549,4.624999999999996,132,0.7773809523809524,q_drl,20.0,moderate,6,6,realworld_stress,
140,128,47.49698412162084,1.0787760416666665,5.720833333333332,200,0.8291666666666666,q_drl_guarded,20.0,moderate,6,6,realworld_stress,0.9
140,131,48.70782253930677,1.1596692111959284,6.375,519,0.9607142857142857,las_proxy,20.0,moderate,6,6,parity_30seed,
140,123,45.97627545052549,2.0149051490514904,6.658333333333332,191,1.413095238095238,ecovisor_proxy,20.0,moderate,6,6,parity_30seed,
140,133,47.17743491060256,1.2738095238095235,6.849999999999998,433,0.8607142857142858,gaia_proxy,20.0,moderate,6,6,parity_30seed,
140,139,56.417477140036794,2.288369304556355,7.091666666666666,0,1.295238095238095,fcfs,20.0,moderate,8,6,realworld_stress,
140,138,54.92613233829003,2.250603864734299,6.691666666666667,216,1.3327380952380952,carbon,20.0,moderate,8,6,realworld_stress,
140,137,55.72647099857821,1.0182481751824817,5.816666666666663,36,0.23273809523809522,srtf,20.0,moderate,8,6,realworld_stress,
140,137,55.652889523939486,1.5644768856447686,6.349999999999999,146,0.6732142857142858,q_drl,20.0,moderate,8,6,realworld_stress,
140,137,55.34782361785679,1.6009732360097322,6.766666666666666,171,0.7083333333333333,q_drl_guarded,20.0,moderate,8,6,realworld_stress,0.9
140,137,56.62128151953216,1.2597323600973234,6.049999999999997,412,0.4357142857142857,las_proxy,20.0,moderate,8,6,parity_30seed,
140,137,54.85855535211717,1.280413625304136,6.016666666666666,101,0.47440476190476183,ecovisor_proxy,20.0,moderate,8,6,parity_30seed,
140,137,54.8815004435517,1.1709245742092458,6.016666666666666,274,0.3726190476190476,gaia_proxy,20.0,moderate,8,6,parity_30seed,
220,133,54.66992072726714,3.7086466165413525,9.649999999999999,0,4.3125,fcfs,20.0,high,6,6,realworld_stress,
220,137,51.59110192622595,3.9227493917274936,10.416666666666666,316,4.666666666666666,carbon,20.0,high,6,6,realworld_stress,
220,203,56.095171604728286,0.9979474548440065,4.6833333333333185,74,1.1170454545454545,srtf,20.0,high,6,6,realworld_stress,
220,203,55.92016276521423,1.3041871921182266,5.4916666666666645,161,1.396590909090909,q_drl,20.0,high,6,6,realworld_stress,
220,201,54.21461594409451,1.704809286898839,7.416666666666666,239,1.794318181818182,q_drl_guarded,20.0,high,6,6,realworld_stress,0.9
220,189,56.26053104655951,1.2169312169312168,3.8499999999999988,616,2.0056818181818183,las_proxy,20.0,high,6,6,parity_30seed,
220,164,52.032850994424855,2.7693089430894307,7.1166666666666645,295,2.7575757575757573,ecovisor_proxy,20.0,high,6,6,parity_30seed,
220,198,54.127758335257646,1.4974747474747474,5.587499999999987,519,1.708712121212121,gaia_proxy,20.0,high,6,6,parity_30seed,
220,158,67.09836085951909,3.1782700421940926,10.025,0,2.961742424242424,fcfs,20.0,high,8,6,realworld_stress,
220,175,65.48393070631903,3.0019047619047616,8.666666666666666,247,3.1666666666666665,carbon,20.0,high,8,6,realworld_stress,
220,209,68.56553610428166,0.9844497607655502,4.499999999999997,60,0.6424242424242423,srtf,20.0,high,8,6,realworld_stress,
220,202,67.81920132109805,1.004950495049505,5.066666666666663,151,0.7875,q_drl,20.0,high,8,6,realworld_stress,
220,203,67.08154908435885,1.1395730706075533,5.149999999999996,226,0.9147727272727273,q_drl_guarded,20.0,high,8,6,realworld_stress,0.9
220,202,68.58631919840761,1.1324257425742574,5.80416666666666,702,1.1393939393939394,las_proxy,20.0,high,8,6,parity_30seed,
220,178,64.11705257006912,2.048689138576779,6.312500000000003,245,1.7200757575757575,ecovisor_proxy,20.0,high,8,6,parity_30seed,
220,206,66.80231151809794,1.2944983818770228,6.229166666666666,531,1.0481060606060606,gaia_proxy,20.0,high,8,6,parity_30seed,
140,121,45.27858516661626,2.5316804407713502,6.0,0,1.7851190476190475,fcfs,15.0,moderate,6,7,realworld_stress,
140,126,44.28296407636918,2.4100529100529093,6.25,99,1.8386904761904759,carbon,15.0,moderate,6,7,realworld_stress,
140,133,45.40491974101166,0.8659147869674186,5.083333333333333,30,0.39345238095238094,srtf,15.0,moderate,6,7,realworld_stress,
140,128,45.01436308508281,1.0670572916666665,6.2708333333333295,113,0.6244047619047618,q_drl,15.0,moderate,6,7,realworld_stress,
140,128,44.6873337898128,1.1751302083333333,6.358333333333332,159,0.7232142857142857,q_drl_guarded,15.0,moderate,6,7,realworld_stress,0.9
140,127,45.325253213550134,0.7854330708661417,2.949999999999998,396,0.7422619047619047,las_proxy,15.0,moderate,6,7,parity_30seed,
140,131,44.070056092641536,1.6323155216284984,4.916666666666666,59,1.106547619047619,ecovisor_proxy,15.0,moderate,6,7,parity_30seed,
140,132,43.88972107448173,1.1672979797979797,5.862499999999997,319,0.7232142857142857,gaia_proxy,15.0,moderate,6,7,parity_30seed,
140,135,52.34107399568788,1.3882716049382713,4.483333333333332,0,0.6619047619047619,fcfs,15.0,moderate,8,7,realworld_stress,
140,136,51.75842898672155,1.5772058823529411,4.6875,57,0.8130952380952381,carbon,15.0,moderate,8,7,realworld_stress,
140,136,51.9778207050533,0.8829656862745097,4.5,28,0.14583333333333331,srtf,15.0,moderate,8,7,realworld_stress,
140,135,52.172788759011254,1.1061728395061727,4.458333333333332,73,0.3886904761904762,q_drl,15.0,moderate,8,7,realworld_stress,
140,135,51.996635385524364,1.114814814814815,4.374999999999998,91,0.3982142857142857,q_drl_guarded,15.0,moderate,8,7,realworld_stress,0.9
140,136,52.569856627734715,0.9822303921568626,5.375,138,0.2351190476190476,las_proxy,15.0,moderate,8,7,parity_30seed,
140,136,51.275671280588725,1.1127450980392155,4.520833333333333,27,0.37142857142857144,ecovisor_proxy,15.0,moderate,8,7,parity_30seed,
140,136,51.81722171702215,0.9877450980392155,5.0,141,0.24107142857142858,gaia_proxy,15.0,moderate,8,7,parity_30seed,
220,155,60.92407800036425,3.4037634408602147,8.774999999999999,0,3.2738636363636364,fcfs,15.0,high,6,7,realworld_stress,
220,153,55.97074928530728,2.827342047930283,9.533333333333333,100,3.1765151515151513,carbon,15.0,high,6,7,realworld_stress,
220,204,58.8977359395132,0.9113562091503268,3.8874999999999957,32,0.8640151515151514,srtf,15.0,high,6,7,realworld_stress,
220,204,59.18911377154148,0.9705882352941176,3.7124999999999986,34,0.9178030303030302,q_drl,15.0,high,6,7,realworld_stress,
220,204,57.6746091721269,1.2414215686274508,5.154166666666666,123,1.1636363636363636,q_drl_guarded,15.0,high,6,7,realworld_stress,0.9
220,196,58.174428239770975,1.2946428571428568,4.875,448,1.5689393939393939,las_proxy,15.0,high,6,7,parity_30seed,
220,179,54.47842722528601,2.4539106145251393,6.1749999999999945,135,2.165530303030303,ecovisor_proxy,15.0,high,6,7,parity_30seed,
220,192,56.59624599737653,1.5811631944444444,5.64166666666666,363,1.8147727272727272,gaia_proxy,15.0,high,6,7,parity_30seed,
220,178,70.4404044620471,2.8150749063670406,6.25,0,2.297348484848485,fcfs,15.0,high,8,7,realworld_stress,
220,187,65.82933101345768,2.7905525846702313,7.724999999999999,134,2.312878787878788,carbon,15.0,high,8,7,realworld_stress,
220,209,67.74969512622319,0.8604465709728868,4.483333333333332,41,0.5193181818181818,srtf,15.0,high,8,7,realworld_stress,
220,203,68.84835319186935,0.9823481116584565,5.466666666666659,137,0.6678030303030302,q_drl,15.0,high,8,7,realworld_stress,
220,204,67.90024405584552,1.0727124183006536,5.27083333333333,261,0.7530303030303029,q_drl_guarded,15.0,high,8,7,realworld_stress,0.9
220,200,67.82119108016764,0.9004166666666665,3.4208333333333316,584,0.9583333333333333,las_proxy,15.0,high,8,7,parity_30seed,
220,193,64.27033338109784,1.8847150259067356,6.2666666666666515,120,1.415909090909091,ecovisor_proxy,15.0,high,8,7,parity_30seed,
220,206,65.90454627583273,1.3462783171521036,5.958333333333333,455,1.0890151515151514,gaia_proxy,15.0,high,8,7,parity_30seed,
140,121,45.3011049498036,2.5316804407713502,6.0,0,1.7851190476190475,fcfs,20.0,moderate,6,7,realworld_stress,
140,127,44.15374294104778,2.437007874015748,6.25,104,1.8494047619047616,carbon,20.0,moderate,6,7,realworld_stress,
140,133,45.42256463389302,0.8659147869674186,5.083333333333333,30,0.39345238095238094,srtf,20.0,moderate,6,7,realworld_stress,
140,127,45.0777757907164,1.0905511811023627,6.349999999999994,117,0.6303571428571428,q_drl,20.0,moderate,6,7,realworld_stress,
140,129,44.60095172799951,1.187984496124031,6.399999999999999,164,0.7255952380952381,q_drl_guarded,20.0,moderate,6,7,realworld_stress,0.9
140,127,45.346600109625605,0.7854330708661417,2.949999999999998,396,0.7422619047619047,las_proxy,20.0,moderate,6,7,parity_30seed,
140,130,44.02435235570949,1.6448717948717948,4.995833333333331,64,1.1136904761904762,ecovisor_proxy,20.0,moderate,6,7,parity_30seed,
140,132,43.67114882309696,1.1685606060606057,5.862499999999997,315,0.7244047619047619,gaia_proxy,20.0,moderate,6,7,parity_30seed,
140,135,52.35238602543155,1.3882716049382713,4.483333333333332,0,0.6619047619047619,fcfs,20.0,moderate,8,7,realworld_stress,
140,136,51.75425503164841,1.579656862745098,4.645833333333333,56,0.8154761904761904,carbon,20.0,moderate,8,7,realworld_stress,
140,136,51.9907391703095,0.8829656862745097,4.5,28,0.14583333333333331,srtf,20.0,moderate,8,7,realworld_stress,
140,135,52.40626864649871,1.0641975308641975,4.599999999999999,75,0.3476190476190476,q_drl,20.0,moderate,8,7,realworld_stress,
140,135,51.92858996474454,1.1160493827160496,4.433333333333332,92,0.3994047619047619,q_drl_guarded,20.0,moderate,8,7,realworld_stress,0.9
140,136,52.58867341115862,0.9822303921568626,5.375,138,0.2351190476190476,las_proxy,20.0,moderate,8,7,parity_30seed,
140,136,51.25517285680575,1.1139705882352942,4.583333333333333,31,0.3726190476190476,ecovisor_proxy,20.0,moderate,8,7,parity_30seed,
140,136,51.715229394735225,0.9895833333333331,5.0,139,0.24226190476190473,gaia_proxy,20.0,moderate,8,7,parity_30seed,
220,155,61.10083934704656,3.4037634408602147,8.774999999999999,0,3.2738636363636364,fcfs,20.0,high,6,7,realworld_stress,
220,153,55.91779779487641,2.8295206971677556,9.533333333333333,120,3.1780303030303028,carbon,20.0,high,6,7,realworld_stress,
220,204,59.028424239015365,0.9113562091503268,3.8874999999999957,32,0.8640151515151514,srtf,20.0,high,6,7,realworld_stress,
220,204,59.348613427066795,0.9705882352941176,3.7124999999999986,34,0.9178030303030302,q_drl,20.0,high,6,7,realworld_stress,
220,204,57.700086295014735,1.2414215686274508,5.154166666666666,123,1.1636363636363636,q_drl_guarded,20.0,high,6,7,realworld_stress,0.9
220,196,58.314970284831375,1.2946428571428568,4.875,448,1.5689393939393939,las_proxy,20.0,high,6,7,parity_30seed,
220,179,54.37644455619206,2.441806331471136,6.2583333333333275,138,2.1556818181818183,ecovisor_proxy,20.0,high,6,7,parity_30seed,
220,193,56.62570527986513,1.596286701208981,5.9499999999999975,361,1.7920454545454545,gaia_proxy,20.0,high,6,7,parity_30seed,
220,178,70.64530545370373,2.8150749063670406,6.25,0,2.297348484848485,fcfs,20.0,high,8,7,realworld_stress,
220,186,65.65279872629792,2.75,7.729166666666666,159,2.3170454545454544,carbon,20.0,high,8,7,realworld_stress,
220,209,67.94059111327643,0.8604465709728868,4.483333333333332,41,0.5193181818181818,srtf,20.0,high,8,7,realworld_stress,
220,204,68.94659772790169,0.9893790849673202,5.449999999999998,184,0.6757575757575757,q_drl,20.0,high,8,7,realworld_stress,
220,204,67.98063678109114,1.0727124183006536,5.27083333333333,261,0.7530303030303029,q_drl_guarded,20.0,high,8,7,realworld_stress,0.9
220,200,68.04871265918422,0.9004166666666665,3.4208333333333316,584,0.9583333333333333,las_proxy,20.0,high,8,7,parity_30seed,
220,193,64.21951790173648,1.880397236614853,6.299999999999983,145,1.4121212121212119,ecovisor_proxy,20.0,high,8,7,parity_30seed,
220,206,65.89005402250658,1.3531553398058251,5.895833333333333,465,1.0954545454545455,gaia_proxy,20.0,high,8,7,parity_30seed,
140,116,49.95241561841587,4.217672413793103,7.895833333333333,0,3.0821428571428573,fcfs,15.0,moderate,6,8,realworld_stress,
140,118,49.519929590473936,3.5310734463276834,9.083333333333332,179,3.0845238095238092,carbon,15.0,moderate,6,8,realworld_stress,
140,132,50.89609883654906,1.1123737373737372,5.474999999999994,50,0.6357142857142857,srtf,15.0,moderate,6,8,realworld_stress,
140,130,50.32285345263821,1.6006410256410257,8.683333333333332,108,0.8976190476190475,q_drl,15.0,moderate,6,8,realworld_stress,
140,128,49.313042495282616,1.7493489583333333,9.049999999999997,261,1.019642857142857,q_drl_guarded,15.0,moderate,6,8,realworld_stress,0.9
140,127,51.9174747894879,1.1607611548556431,5.924999999999997,548,1.2011904761904761,las_proxy,15.0,moderate,6,8,parity_30seed,
140,132,47.96256220693832,2.68371212121212,7.795833333333315,131,1.9267857142857143,ecovisor_proxy,15.0,moderate,6,8,parity_30seed,
140,129,50.20007271250787,1.5755813953488371,6.499999999999993,477,1.0648809523809522,gaia_proxy,15.0,moderate,6,8,parity_30seed,
140,136,62.00947072457812,2.3124999999999996,5.770833333333333,0,1.3279761904761904,fcfs,15.0,moderate,8,8,realworld_stress,
140,135,61.03506618343531,2.203086419753086,6.599999999999999,77,1.2422619047619048,carbon,15.0,moderate,8,8,realworld_stress,
140,135,61.094744906189675,1.1839506172839505,6.016666666666663,30,0.2738095238095238,srtf,15.0,moderate,8,8,realworld_stress,
140,136,61.997491962874925,1.4522058823529411,7.479166666666666,112,0.48690476190476184,q_drl,15.0,moderate,8,8,realworld_stress,
140,136,61.199754795093384,1.5306372549019607,7.729166666666666,133,0.5630952380952381,q_drl_guarded,15.0,moderate,8,8,realworld_stress,0.9
140,136,62.93797637582763,1.4344362745098038,8.083333333333332,335,0.4642857142857143,las_proxy,15.0,moderate,8,8,parity_30seed,
140,136,61.2942984073856,1.7156862745098038,6.291666666666666,59,0.7446428571428572,ecovisor_proxy,15.0,moderate,8,8,parity_30seed,
140,135,61.2283105157253,1.3864197530864197,6.958333333333332,224,0.4613095238095238,gaia_proxy,15.0,moderate,8,8,parity_30seed,
220,131,53.62160465307061,4.941475826972009,12.375,0,5.072348484848484,fcfs,15.0,high,6,8,realworld_stress,
220,133,51.50734210629374,5.520676691729323,12.616666666666665,116,5.547348484848484,carbon,15.0,high,6,8,realworld_stress,
220,202,56.23151283774219,1.0404290429042906,5.541666666666657,57,1.2246212121212119,srtf,15.0,high,6,8,realworld_stress,
220,202,56.868333037005286,1.2062706270627062,5.8249999999999975,56,1.365151515151515,q_drl,15.0,high,6,8,realworld_stress,
220,199,55.032214666781556,1.5226130653266332,6.283333333333331,230,1.7784090909090908,q_drl_guarded,15.0,high,6,8,realworld_stress,0.9
220,187,55.59633378170045,1.2736185383244207,4.974999999999999,597,2.2916666666666665,las_proxy,15.0,high,6,8,parity_30seed,
220,146,50.2118021531041,3.360159817351598,9.395833333333332,284,3.6325757575757573,ecovisor_proxy,15.0,high,6,8,parity_30seed,
220,195,54.47757726450805,1.3948717948717946,5.941666666666665,535,1.7954545454545454,gaia_proxy,15.0,high,6,8,parity_30seed,
220,170,67.42462677516674,4.474019607843138,9.174999999999997,0,3.6007575757575756,fcfs,15.0,high,8,8,realworld_stress,
220,171,65.24803910168808,4.5248538011695905,10.625,139,4.028030303030303,carbon,15.0,high,8,8,realworld_stress,
220,207,69.26036087021026,1.0559581320450886,5.658333333333326,66,0.7625,srtf,15.0,high,8,8,realworld_stress,
220,204,69.11400577229547,1.1017156862745099,5.224999999999999,137,0.9420454545454545,q_drl,15.0,high,8,8,realworld_stress,
220,203,67.77310554369355,1.4125615763546795,7.216666666666659,377,1.1571969696969695,q_drl_guarded,15.0,high,8,8,realworld_stress,0.9
220,196,69.36120094299525,0.9613095238095237,4.208333333333333,760,1.4412878787878787,las_proxy,15.0,high,8,8,parity_30seed,
220,178,64.20062874031031,3.3258426966292136,10.512500000000001,271,2.6594696969696967,ecovisor_proxy,15.0,high,8,8,parity_30seed,
220,201,68.42928335507251,1.2972636815920398,6.0,646,1.1935606060606059,gaia_proxy,15.0,high,8,8,parity_30seed,
140,116,49.79807725195986,4.217672413793103,7.895833333333333,0,3.0821428571428573,fcfs,20.0,moderate,6,8,realworld_stress,
140,117,49.0432174934618,3.297720797720797,9.083333333333332,187,2.9660714285714285,carbon,20.0,moderate,6,8,realworld_stress,
140,132,50.74770551791748,1.1123737373737372,5.474999999999994,50,0.6357142857142857,srtf,20.0,moderate,6,8,realworld_stress,
140,129,50.17108250023936,1.6136950904392764,8.283333333333326,149,0.8964285714285715,q_drl,20.0,moderate,6,8,realworld_stress,
140,128,49.03198256726223,1.732421875,9.220833333333333,243,1.0041666666666664,q_drl_guarded,20.0,moderate,6,8,realworld_stress,0.9
140,127,51.76527214010391,1.1607611548556431,5.924999999999997,548,1.2011904761904761,las_proxy,20.0,moderate,6,8,parity_30seed,
140,132,47.63741280210155,2.6654040404040398,7.712499999999982,159,1.9095238095238094,ecovisor_proxy,20.0,moderate,6,8,parity_30seed,
140,129,49.80650097406925,1.6065891472868217,6.149999999999996,479,1.0934523809523808,gaia_proxy,20.0,moderate,6,8,parity_30seed,
140,136,61.79191370326453,2.3124999999999996,5.770833333333333,0,1.3279761904761904,fcfs,20.0,moderate,8,8,realworld_stress,
140,135,60.65422203867852,2.1012345679012348,6.733333333333332,110,1.144642857142857,carbon,20.0,moderate,8,8,realworld_stress,
140,135,60.83326662477017,1.1839506172839505,6.016666666666663,30,0.2738095238095238,srtf,20.0,moderate,8,8,realworld_stress,
140,136,61.836200989511674,1.4466911764705883,7.1875,139,0.48214285714285715,q_drl,20.0,moderate,8,8,realworld_stress,
140,136,60.86074259924436,1.5257352941176467,7.9375,144,0.5583333333333332,q_drl_guarded,20.0,moderate,8,8,realworld_stress,0.9
140,136,62.709756169194044,1.4344362745098038,8.083333333333332,335,0.4642857142857143,las_proxy,20.0,moderate,8,8,parity_30seed,
140,136,60.95407320259923,1.6893382352941178,6.270833333333333,81,0.7196428571428571,ecovisor_proxy,20.0,moderate,8,8,parity_30seed,
140,135,60.600801632107036,1.419135802469136,7.25,227,0.4934523809523809,gaia_proxy,20.0,moderate,8,8,parity_30seed,
220,131,53.35284548598291,4.941475826972009,12.375,0,5.072348484848484,fcfs,20.0,high,6,8,realworld_stress,
220,133,51.23105342352145,5.468045112781954,12.45,176,5.528787878787878,carbon,20.0,high,6,8,realworld_stress,
220,202,55.94975854822507,1.0404290429042906,5.541666666666657,57,1.2246212121212119,srtf,20.0,high,6,8,realworld_stress,
220,202,56.276318349165976,1.2169966996699668,5.666666666666666,71,1.375,q_drl,20.0,high,6,8,realworld_stress,
220,200,54.59352241216194,1.4604166666666663,6.179166666666662,261,1.6935606060606059,q_drl_guarded,20.0,high,6,8,realworld_stress,0.9
220,187,55.305800418364136,1.2736185383244207,4.974999999999999,597,2.2916666666666665,las_proxy,20.0,high,6,8,parity_30seed,
220,149,49.81817928939894,3.489373601789709,9.849999999999998,309,3.6136363636363638,ecovisor_proxy,20.0,high,6,8,parity_30seed,
220,195,53.82756483791104,1.4209401709401706,5.76666666666666,517,1.8185606060606059,gaia_proxy,20.0,high,6,8,parity_30seed,
220,170,67.08238783075235,4.474019607843138,9.174999999999997,0,3.6007575757575756,fcfs,20.0,high,8,8,realworld_stress,
220,172,64.88290349692097,4.3943798449612395,10.333333333333332,215,3.9689393939393938,carbon,20.0,high,8,8,realworld_stress,
220,207,68.8740582944109,1.0559581320450886,5.658333333333326,66,0.7625,srtf,20.0,high,8,8,realworld_stress,
220,203,68.75087206123894,1.180623973727422,5.62499999999999,142,0.9386363636363636,q_drl,20.0,high,8,8,realworld_stress,
220,203,67.25540965518258,1.3932676518883413,7.199999999999989,393,1.1393939393939394,q_drl_guarded,20.0,high,8,8,realworld_stress,0.9
220,196,68.96444472096064,0.9613095238095237,4.208333333333333,760,1.4412878787878787,las_proxy,20.0,high,8,8,parity_30seed,
220,178,63.66891537072627,3.278558052434458,10.583333333333332,287,2.621212121212121,ecovisor_proxy,20.0,high,8,8,parity_30seed,
220,201,67.57830374981768,1.3167495854063016,5.916666666666666,635,1.2113636363636364,gaia_proxy,20.0,high,8,8,parity_30seed,
140,94,57.256270748635195,3.0460992907801403,7.112499999999999,0,2.864880952380952,fcfs,15.0,moderate,6,9,realworld_stress,
140,110,55.953814664070684,2.331818181818181,7.13333333333333,159,2.367857142857143,carbon,15.0,moderate,6,9,realworld_stress,
140,131,56.86706694766318,1.0508905852417303,5.833333333333333,49,0.700595238095238,srtf,15.0,moderate,6,9,realworld_stress,
140,127,57.41271202503777,1.344488188976378,6.0,97,0.9202380952380951,q_drl,15.0,moderate,6,9,realworld_stress,
140,127,56.36235559094289,1.4678477690288716,6.466666666666659,134,1.0333333333333332,q_drl_guarded,15.0,moderate,6,9,realworld_stress,0.9
140,121,57.53251373887033,0.8381542699724518,3.833333333333333,416,1.5285714285714285,las_proxy,15.0,moderate,6,9,parity_30seed,
140,118,54.01036083563829,2.3644067796610164,6.262499999999999,161,1.832142857142857,ecovisor_proxy,15.0,moderate,6,9,parity_30seed,
140,129,56.58148690141738,1.3888888888888888,6.299999999999999,406,1.0767857142857142,gaia_proxy,15.0,moderate,6,9,parity_30seed,
140,114,67.55133383914674,2.555555555555555,6.029166666666666,0,1.726190476190476,fcfs,15.0,moderate,8,9,realworld_stress,
140,128,68.26518621401898,1.87890625,6.516666666666661,158,1.05,carbon,15.0,moderate,8,9,realworld_stress,
140,134,67.4308740329203,1.083955223880597,5.112499999999999,38,0.3267857142857143,srtf,15.0,moderate,8,9,realworld_stress,
140,128,68.10412278566078,1.4544270833333333,6.054166666666665,117,0.6226190476190475,q_drl,15.0,moderate,8,9,realworld_stress,
140,125,68.08024201823315,1.4453333333333334,6.0,125,0.6392857142857142,q_drl_guarded,15.0,moderate,8,9,realworld_stress,0.9
140,131,68.62564480085952,1.1304071246819336,5.666666666666666,248,0.5916666666666667,las_proxy,15.0,moderate,8,9,parity_30seed,
140,134,66.8522685296016,1.5279850746268655,5.058333333333332,58,0.7476190476190475,ecovisor_proxy,15.0,moderate,8,9,parity_30seed,
140,134,67.16511490512067,1.3152985074626866,5.429166666666662,290,0.5375,gaia_proxy,15.0,moderate,8,9,parity_30seed,
220,102,59.66003987270062,4.323529411764706,9.662499999999998,0,4.751515151515151,fcfs,15.0,high,6,9,realworld_stress,
220,112,54.39547226482688,3.9166666666666656,13.787499999999998,215,4.687121212121212,carbon,15.0,high,6,9,realworld_stress,
220,195,64.2490236219031,0.9653846153846154,5.049999999999997,78,1.3875,srtf,15.0,high,6,9,realworld_stress,
220,194,62.872023188357375,1.1091065292096218,5.004166666666665,113,1.543560606060606,q_drl,15.0,high,6,9,realworld_stress,
220,192,58.0062725161059,1.1901041666666667,5.383333333333326,275,1.7109848484848482,q_drl_guarded,15.0,high,6,9,realworld_stress,0.9
220,174,60.892442320094766,0.9109195402298851,4.229166666666664,538,2.4075757575757573,las_proxy,15.0,high,6,9,parity_30seed,
220,137,55.89109060410182,3.4209245742092453,10.36666666666666,233,3.6071969696969695,ecovisor_proxy,15.0,high,6,9,parity_30seed,
220,180,59.418106497223846,1.749074074074074,7.287499999999987,579,2.39280303030303,gaia_proxy,15.0,high,6,9,parity_30seed,
220,142,77.0760268823158,3.3303990610328635,7.495833333333333,0,3.1625,fcfs,15.0,high,8,9,realworld_stress,
220,152,74.39309930406101,3.212719298245614,9.537499999999998,241,3.05530303030303,carbon,15.0,high,8,9,realworld_stress,
220,203,79.35372704090088,1.043103448275862,5.224999999999994,79,0.8397727272727272,srtf,15.0,high,8,9,realworld_stress,
220,202,75.6378016513915,1.2792904290429041,5.8249999999999975,159,1.0992424242424241,q_drl,15.0,high,8,9,realworld_stress,
220,202,74.73424848443456,1.3374587458745872,5.9083333333333306,202,1.152651515151515,q_drl_guarded,15.0,high,8,9,realworld_stress,0.9
220,187,79.19654602772336,0.8805704099821746,3.924999999999997,576,1.690151515151515,las_proxy,15.0,high,8,9,parity_30seed,
220,174,73.22797945731477,2.5229885057471266,7.308333333333332,257,2.1231060606060606,ecovisor_proxy,15.0,high,8,9,parity_30seed,
220,194,76.34788860613426,1.4420103092783505,6.674999999999997,638,1.4416666666666664,gaia_proxy,15.0,high,8,9,parity_30seed,
140,94,57.31451395039922,3.0460992907801403,7.112499999999999,0,2.864880952380952,fcfs,20.0,moderate,6,9,realworld_stress,
140,110,55.86296915383921,2.326515151515151,7.041666666666664,203,2.363095238095238,carbon,20.0,moderate,6,9,realworld_stress,
140,131,56.90257601950032,1.0508905852417303,5.833333333333333,49,0.700595238095238,srtf,20.0,moderate,6,9,realworld_stress,
140,128,57.614735561986166,1.228515625,5.824999999999996,120,0.894047619047619,q_drl,20.0,moderate,6,9,realworld_stress,
